CATEGORIANIIF;MONEDA;CARTERA;EMISOR;NEMOEMISOR;NEMOTECNICO;ISIN;COMPRA;VENCIMIENTO;MONTOFACIAL;REFERENCIA;CODINVENTARIO;CALIFICADORASUGEF;CALIFICACIONSUGEF;MOODYS;S&P;FITCH CRI;FITCH INTER.;SCRC;VMKTCRC
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp0;CRG0000C71I2;03/18/2020;02/15/2021;10000000000.00;TV3349-1;12654;S&P INTER.;B;;B;;B;;9763566800.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp0;CRG0000C71I2;03/18/2020;02/15/2021;10000000000.00;TV3350-1;12655;S&P INTER.;B;;B;;B;;9763566800.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tpras;CRG0000B64I9 ;04/15/2020;01/24/2029;20000000000.00;TV3428-1;12847;S&P INTER.;B;B2;B;;B+;;20610125844.440000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tpras;CRG0000B75H7;02/01/2017;03/18/2026;40000000000.00;TV2859-1;11800;S&P INTER.;B;B2;B;;B+;;40182938844.440000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tpras;CRG0000B77H3;02/03/2017;03/22/2023;40000000000.00;TV662-1;1539;S&P INTER.;B;B2;B;;B+;;39945791600.000000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B4270;01/23/2020;03/10/2021;1500000000.00;TV3122-1;12186;S&P INTER.;B;B2;B;;B+;;1611476500.000000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B4981;12/16/2019;10/28/2020;1200000000.00;TV2978-1;11946;S&P INTER.;B;B2;B;;B+;;1246224216.000000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5004;01/24/2020;04/28/2021;1500000000.00;TV3125-1;12193;S&P INTER.;B;B2;B;;B+;;1591939380.000000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5004;02/26/2020;04/28/2021;2000000000.00;TV3261-1;12462;S&P INTER.;B;B2;B;;B+;;2122585840.000000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5004;02/28/2020;04/28/2021;1488400000.00;TV3283-1;12496;S&P INTER.;B;B2;B;;B+;;1579628382.130000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5038;02/27/2020;10/27/2021;2000000000.00;TV3269-1;12478;S&P INTER.;B;B2;B;;B+;;2149975182.220000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;BANCO POPULAR Y DE DESARROLLO COMUNAL;BPDC;bpc08;CRBPDC0B7648;11/15/2019;06/21/2021;325000000.00;TV2786-1;11657;FITCH CRI;AA+;;;AA+;;;341322360.170000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;BANCO POPULAR Y DE DESARROLLO COMUNAL;BPDC;bpc08;CRBPDC0B7648;11/18/2019;06/21/2021;210000000.00;TV2789-1;11672;FITCH CRI;AA+;;;AA+;;;220546755.800000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;BANCO POPULAR Y DE DESARROLLO COMUNAL;BPDC;bpx4c;CRBPDC0B7226;07/24/2019;07/13/2020;135000000.00;TV2425-1;10478;FITCH CRI;AA+;;;AA+;;;141043576.050000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;BANCO POPULAR Y DE DESARROLLO COMUNAL;BPDC;cdp;00BPDC0CJK86;08/21/2019;08/21/2020;1000000000.00;TV2497-1;10659;FITCH CRI;AA+;;;AA+;;;1013167883.330000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;BANCO POPULAR Y DE DESARROLLO COMUNAL;BPDC;cdp;00BPDC0CJY15;03/06/2020;02/12/2021;1100000000.00;TV3311-1;12549;FITCH CRI;AA+;;;AA+;;;1134981662.830000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;BANCO POPULAR Y DE DESARROLLO COMUNAL;BPDC;cdp;00BPDC0CJY56;03/06/2020;02/18/2021;1100000000.00;TV3310-1;12548;FITCH CRI;AA+;;;AA+;;;1124034032.000000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B19I3;10/07/2019;07/21/2021;1500000000.00;TV2608-1;11273;S&P INTER.;B;B2;B;;B+;;1613088505.000000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B19I3;10/31/2019;07/21/2021;285300000.00;TV2714-1;11524;S&P INTER.;B;B2;B;;B+;;306809433.650000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B25H2;02/26/2020;09/22/2021;839500000.00;TV3262-1;12463;S&P INTER.;B;B2;B;;B+;;898909954.270000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B35I9;03/13/2020;10/20/2021;3000000000.00;TV3336-1;12601;S&P INTER.;B;B2;B;;B+;;3190494166.670000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B36I7;02/26/2020;11/29/2021;500000000.00;TV3263-1;12464;S&P INTER.;B;B2;B;;B+;;541780266.670000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B36I7;06/30/2020;11/29/2021;2500000000.00;TV3717-1;13225;S&P INTER.;B;B2;B;;B+;;2708901333.330000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B57H5;03/03/2020;12/22/2021;2000000000.00;TV3287-1;12509;S&P INTER.;B;B2;B;;B+;;2039165000.000000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B57H5;03/18/2020;12/22/2021;1634500000.00;TV3352-1;12657;S&P INTER.;B;B2;B;;B+;;1666507596.250000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59G3;09/12/2019;12/23/2020;257000000.00;TV2556-1;10894;S&P INTER.;B;B2;B;;B+;;264244106.120000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59G3;09/25/2019;12/23/2020;460000000.00;TV2592-1;11166;S&P INTER.;B;B2;B;;B+;;472966104.330000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59G3;10/24/2019;12/23/2020;10500000.00;TV2690-1;11471;S&P INTER.;B;B2;B;;B+;;10795965.430000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59G3;10/24/2019;12/23/2020;500000000.00;TV2689-1;11470;S&P INTER.;B;B2;B;;B+;;514093591.670000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59G3;10/25/2019;12/23/2020;1000000000.00;TV2693-1;11479;S&P INTER.;B;B2;B;;B+;;1028187183.330000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93H0;07/24/2019;09/23/2020;947650000.00;TV2421-1;10475;S&P INTER.;B;B2;B;;B+;;981329481.000000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93H0;09/19/2019;09/23/2020;663400000.00;TV2576-1;11055;S&P INTER.;B;B2;B;;B+;;686977236.000000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp0;CRG0000C67I0;11/06/2019;07/09/2020;1000000000.00;TV2727-1;11553;S&P INTER.;B;;B;;B;;999456850.000000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp0;CRG0000C69I6;01/20/2020;10/14/2020;1000000000.00;TV3102-1;12149;S&P INTER.;B;;B;;B;;989572640.000000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp0;CRG0000C74I6;05/07/2020;11/16/2020;1500000000.00;TV3470-1;12967;S&P INTER.;B;;B;;B;;1479450405.000000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp0;CRG0000C74I6;05/11/2020;11/16/2020;2000000000.00;TV3492-1;12974;S&P INTER.;B;;B;;B;;1972600540.000000
VR CON CAMBIO EN ORI;CRC;FCD AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp0;CRG0000C74I6;05/15/2020;11/16/2020;2000000000.00;TV3535-1;12985;S&P INTER.;B;;B;;B;;1972600540.000000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;ABBVIE INC;ABBV;bab21;US00287YAU38;10/24/2016;05/14/2021;700000.00;TV412-1;717;MOODYS INTER.;Baa2;Baa2;BBB+;;;;415478651.820000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;AMAZON COM INC;AMACI;bam23;US023135AW69;08/22/2017;02/22/2023;425000.00;TV925-1;3780;FITCH INTER.;A+;A2;AA-;;A+;;262678305.900000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;AMERICAN EXPRESS CREDIT CORP;AXP;ban22;US0258M0EG02;03/03/2017;03/03/2022;225000.00;TV690-1;1869;S&P INTER.;A-;A2;A-;;A;;136837019.640000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;AMERICAN EXPRESS CREDIT CORP;AXP;bax23;US025816BS73;02/27/2018;02/27/2023;475000.00;TV1390-1;5609;MOODYS INTER.;A3;A3;BBB+;;A;;299060092.910000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;AMERICAN EXPRESS CREDIT CORP;AXP;bax23;US025816BW85;08/03/2018;08/03/2023;275000.00;TV1691-1;6745;MOODYS INTER.;A3;A3;BBB+;;A;;176863426.250000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;AMERICAN EXPRESS CREDIT CORP;AXP;bax23;US025816BW85;11/21/2019;08/03/2023;2500000.00;TV2809-1;11738;MOODYS INTER.;A3;A3;BBB+;;A;;1607849307.270000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;AMERICAN EXPRESS CREDIT CORP;AXP;bax23;US025816BX68;08/03/2018;08/03/2023;200000.00;TV1693-1;6747;MOODYS INTER.;A3;A3;BBB+;;A;;117559025.850000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;AMERICAN INTL GROUP;AMEIG;bai21;US026874DG98;11/15/2017;03/01/2021;500000.00;TV985-1;4574;S&P INTER.;BBB+;Baa1;BBB+;;BBB+;;299716322.380000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;AMERICAN TOWER CORPORATION;AMETC;bam21;US03027XAH35;06/27/2017;02/15/2021;300000.00;TV868-1;3164;S&P INTER.;BBB-;Baa3;BBB-;;BBB+;;180365265.120000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;AMERICAN TOWER CORPORATION;AMETC;bam23;US03027XAQ34;12/08/2017;06/15/2023;500000.00;TV1012-1;4768;S&P INTER.;BBB-;Baa3;BBB-;;BBB+;;312275250.280000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;AMGEN INC;AMGN;bam22;US031162CP32;05/11/2017;05/11/2022;525000.00;TV806-1;2713;MOODYS INTER.;Baa1;Baa1;A-;;BBB+;;318808749.720000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;AMGEN INC;AMGN;bam22;US031162CP32;06/24/2020;05/11/2022;4000000.00;TV3696-1;13194;MOODYS INTER.;Baa1;Baa1;A-;;BBB+;;2429019051.630000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;APACHE CORPORATION;APACH;bap21;US037411AX30;10/26/2016;02/01/2021;184000.00;TV426-1;740;S&P INTER.;BB+;Ba1;BB+;;BB+;;108493765.190000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;AT & T INC;T;bat22;US00206RBD35;06/24/2020;02/15/2022;1000000.00;TV3698-1;13196;S&P INTER.;BBB;Baa2;BBB;;A-;;614804087.810000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;AT & T INC;T;bat22;US00206RBD35;06/24/2020;02/15/2022;1000000.00;TV3699-1;13197;S&P INTER.;BBB;Baa2;BBB;;A-;;614804087.810000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;AT & T INC;T;bat22;US00206RBD35;06/24/2020;02/15/2022;2000000.00;TV3700-1;13198;S&P INTER.;BBB;Baa2;BBB;;A-;;1229608181.460000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;AT & T INC;T;bat22;US00206RBD35;06/25/2020;02/15/2022;1000000.00;TV3703-1;13207;S&P INTER.;BBB;Baa2;BBB;;A-;;614804087.810000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;AUST & NZ BANKING GRP NY;ANZB;bau22;US05253JAU51;11/09/2017;11/09/2022;475000.00;TV976-1;4547;FITCH INTER.;A+;Aa3;AA-;;A+;;291900547.640000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BAKER HUGHES A GE CO LLC;BHI;bbh22;US05723KAD28;12/11/2017;12/15/2022;400000.00;TV1040-1;4801;S&P INTER.;A-;A3;A-;;;;243722260.590000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BANCO SANTANDER SA;SANTN;bsa23;US05964HAG02;04/12/2018;04/12/2023;400000.00;TV1460-1;5936;MOODYS INTER.;Baa1;Baa1;A-;;A-;;250489961.550000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BANCO SANTANDER SA;SANTN;SANTN;US05964HAH84;04/12/2018;04/12/2023;400000.00;TV1462-1;5938;MOODYS INTER.;Baa1;Baa1;A-;;A-;;231745086.230000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BANK OF AMERICA;BANKA;bba20;US06051GFT13;04/12/2017;10/19/2020;500000.00;TV774-1;2400;MOODYS INTER.;A2;A2;A-;;A+;;295395088.800000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BANK OF AMERICA;BANKA;bba21;US06051GFW42;12/06/2019;04/19/2021;5000000.00;TV2909-1;11866;MOODYS INTER.;A2;A2;A-;;A+;;2984221999.070000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BANK OF AMERICA;BANKA;bba21;US06051GGP81;07/21/2017;07/21/2021;500000.00;TV887-1;3457;MOODYS INTER.;A2;A2;A-;;A+;;295073466.200000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BANK OF AMERICA;BANKA;bba22;US06051GFZ72;11/01/2017;10/21/2022;525000.00;TV971-1;4427;MOODYS INTER.;A2;A2;A-;;A+;;315083810.830000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BANK OF AMERICA;BANKA;bba22;US06051GHH56;05/17/2018;05/17/2021;325000.00;TV1549-1;6227;MOODYS INTER.;A2;A2;A-;;A+;;194961507.280000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BANK OF MONTREAL;BMO;bba21;US06367TJX90;04/17/2017;08/27/2021;500000.00;TV780-1;2405;S&P INTER.;A+;Aa2;A+;;AA;;298668491.040000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BANQUE FEDERATIVE DU CREDIT MUTUEL;CMCIFRPA;bba22;US06675FAM95;07/20/2017;07/20/2022;250000.00;TV886-1;3439;S&P INTER.;A;Aa3;A;;AA-;;153365259.930000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BANQUE FEDERATIVE DU CREDIT MUTUEL;CMCIFRPA;bbf20;US06675FAF45;10/26/2016;10/15/2020;500000.00;TV423-1;737;S&P INTER.;A;Aa3;A;;AA-;;295472164.910000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BAYER US FINANCE II LLC;BAYNG;bbu23;US07274NAE31;06/25/2018;12/15/2023;375000.00;TV1627-1;6552;S&P INTER.;BBB;Baa1;BBB;;BBB+;;239816771.370000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BAYER US FINANCE II LLC;BAYNG;bbu23;US07274NAG88;06/25/2018;12/15/2023;750000.00;TV1631-1;6556;S&P INTER.;BBB;Baa1;BBB;;BBB+;;438154873.860000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BB&T CORPORATION;BBT;bbb21;US05531FAV58;10/26/2016;05/10/2021;300000.00;TV435-1;749;S&P INTER.;A-;A3;A-;;A+;;177826814.040000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BNP-PARIBAS;BNP;bbn22;US09659W2A13;05/23/2017;05/23/2022;200000.00;TV827-1;2810;S&P INTER.;A-;Baa1;A-;;A+;;121050562.320000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BNP-PARIBAS;BNP;bbn23;US09659W2E35;03/01/2018;03/01/2023;500000.00;TV1412-1;5633;S&P INTER.;A-;Baa1;A-;;A+;;312035610.930000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BP CAPITAL MARKETS P.L.C.;BPLN;bpl21;US05565QDD79;10/24/2016;09/16/2021;600000.00;TV409-1;714;FITCH INTER.;A;A1;A-;;A;;358218655.960000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BPCE SA;BPCEG;bbp21;US05578DAU63;10/26/2016;02/03/2021;500000.00;TV442-1;753;S&P INTER.;A+;A1;A+;;A+;;298732709.950000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BPCE SA;BPCEG;bbp21;US05578DAW20;12/02/2016;12/02/2021;250000.00;TV582-1;1174;S&P INTER.;A+;A1;A+;;A+;;150745896.000000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;BPCE SA;BPCEG;bbp22;US05583JAA07;05/22/2017;05/22/2022;475000.00;TV822-1;2796;S&P INTER.;A-;Baa2;A-;;A;;287791278.470000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;CAPITAL ONE FINANCIAL CO;COF;bco23;US14040HBU86;01/30/2018;01/30/2023;275000.00;TV1322-1;5302;MOODYS INTER.;Baa1;Baa1;BBB;;A-;;171830309.480000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;CAPITAL ONE N A;CAPIT;bco21;US14042RBT77;10/21/2016;09/13/2021;500000.00;TV381-1;676;S&P INTER.;BBB+;Baa1;BBB+;;A-;;298516445.210000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;CARDINAL HEALTH, INC.;CAH;bca22;US14149YBF43;06/12/2017;06/15/2022;325000.00;TV855-1;3025;S&P INTER.;BBB;Baa2;BBB;;BBB;;196554287.650000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;CENTERPOINT ENERGY, INC;CNP;bce22;US15189TAR86;08/10/2017;09/01/2022;250000.00;TV909-1;3686;S&P INTER.;BBB;Baa2;BBB;;BBB;;152274514.350000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;CHARLES SCHWAB CORP;SCHW;bsc23;US808513AT29;12/07/2017;01/25/2023;600000.00;TV1009-1;4754;S&P INTER.;A;A2;A;;A;;372589371.660000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;CHUBB INA HOLDINGS INC.;CB;bcb00;US00440EAT47;10/27/2016;11/03/2020;500000.00;TV493-1;799;MOODYS INTER.;A3;A3;A;;A;;294237715.960000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;CITIBANK NA N.Y;CITIN;bci20;US17325FAJ75;10/20/2017;10/20/2020;575000.00;TV960-1;4391;S&P INTER.;A+;Aa3;A+;;A+;;338208912.620000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;CITIGROUP FUNDING INC;CITIFI;bci21;US172967LC35;04/11/2017;12/08/2021;500000.00;TV770-1;2375;MOODYS INTER.;A3;A3;BBB+;;A;;301061298.920000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;CITIGROUP FUNDING INC;CITIFI;bci21;US172967LC35;12/06/2019;12/08/2021;5000000.00;TV2908-1;11865;MOODYS INTER.;A3;A3;BBB+;;A;;3010612983.370000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;CITIGROUP FUNDING INC;CITIFI;bci22;US172967LG49;04/25/2017;04/25/2022;475000.00;TV785-1;2550;MOODYS INTER.;A3;A3;BBB+;;A;;288785732.440000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;CITIGROUP INC;CITIG;bci23;US172967LV16;01/24/2018;01/24/2023;250000.00;TV1307-1;5226;MOODYS INTER.;A3;A3;BBB+;;A;;152954585.080000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;CITIZENS BANK NA/RI;CGF;bci21;US17401QAE17;11/15/2017;05/13/2021;300000.00;TV982-1;4572;MOODYS INTER.;Baa1;Baa1;A-;;BBB+;;178496469.180000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;COMMONWEALTH BANK OF AUSTRALIA-NEW YORK BRANCH;CBA;bcb20;US20271RAM25;10/26/2016;11/02/2020;500000.00;TV447-1;758;FITCH INTER.;A+;Aa3;AA-;;A+;;294826197.720000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;COMMONWEALTH BANK OF AUSTRALIA-NEW YORK BRANCH;CBA;bcb21;US20271RAP55;10/21/2016;03/15/2021;500000.00;TV378-1;673;FITCH INTER.;A+;Aa3;AA-;;A+;;298310021.030000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;COOPERATIEVE RABOBANK U A;RABOK;bcr21;US21688AAP75;04/26/2018;04/26/2021;275000.00;TV1499-1;6102;S&P INTER.;A+;Aa3;A+;;;;161390291.830000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;CREDIT SUISSE GROUP AG;CSCH;bcs23;USH3698DAQ72;06/25/2020;01/09/2023;5000000.00;TV3705-1;13209;S&P INTER.;BBB+;Baa2;BBB+;;A-;;3071614120.470000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;CREDIT SUISSE USA INC;CSUS;bcs21;US22546QAR83;04/12/2017;10/29/2021;1000000.00;TV773-1;2399;FITCH INTER.;A;A1;A+;;A;;605363867.290000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;CVS HEALTH CORPORATION;CVS;bcv21;US126650DC17;03/09/2018;03/09/2021;350000.00;TV1426-1;5671;S&P INTER.;BBB;Baa2;BBB;;;;210315763.350000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;CVS HEALTH CORPORATION;CVS;bcv21;US126650DD99;03/09/2018;03/09/2021;75000.00;TV1432-1;5677;S&P INTER.;BBB;Baa2;BBB;;;;44002667.190000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;DELL INTERNACIONAL LLC;DELL;bde21;US25272KAD54;11/15/2017;06/15/2021;475000.00;TV986-1;4575;S&P INTER.;BBB-;Baa3;BBB-;;BBB-;;285011156.780000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;DEUTSCHE BANK AG-NEW YORK BRANCH;DB;bde20;US251525AT85;07/13/2017;07/13/2020;375000.00;TV882-1;3373;S&P INTER.;BBB-;Baa3;BBB-;;BBB;;221701274.770000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;EMERA US FINANCE LP;EMACN;bem21;US29103DAF33;10/26/2016;06/15/2021;300000.00;TV424-1;738;S&P INTER.;BBB-;Baa3;BBB-;;BBB;;178548157.060000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;ENBRIDGE INC.;ENBC;ben22;US29250NAQ88;07/07/2017;07/15/2022;225000.00;TV878-1;3305;MOODYS INTER.;Baa2;Baa2;BBB+;;BBB+;;138272003.170000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;ENEL FINANCE INTERNATIONAL N.V.;ENELI;ben22;US29278GAB41;05/25/2017;05/25/2022;500000.00;TV829-1;2838;S&P INTER.;BBB+;Baa2;BBB+;;A-;;302547905.990000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;ENERGY TRANSFER PARTNERS, L.P.;ETP;bet21;US29273RAN98;10/27/2016;06/01/2021;200000.00;TV481-1;787;S&P INTER.;BBB-;Baa3;BBB-;;BBB-;;119658988.860000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;ENTERPRISE PRODUCTS OPERATING LLC;EPD;bep21;US29379VBK89;10/24/2016;04/15/2021;500000.00;TV410-1;715;S&P INTER.;BBB+;Baa1;BBB+;;BBB+;;298217992.990000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;ENTERPRISE PRODUCTS OPERATING LLC;EPD;bep21;US29379VBK89;01/12/2018;04/15/2021;525000.00;TV1261-1;5099;S&P INTER.;BBB+;Baa1;BBB+;;BBB+;;313128894.690000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;EOG RESOURCES, INC.;EOG;beo21;US26875PAG63;10/27/2016;02/01/2021;500000.00;TV490-1;796;S&P INTER.;A-;A3;A-;;;;302899403.280000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;FIFTH THIRD BANK;FITB;bfi21;US31677QBG38;10/27/2016;06/14/2021;600000.00;TV482-1;788;S&P INTER.;A-;A3;A-;;A-;;356123805.500000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;FIFTH THIRD BANK;FITB;bfi22;US316773CU23;06/15/2017;06/15/2022;350000.00;TV860-1;3057;S&P INTER.;BBB+;Baa1;BBB+;;A-;;211951774.490000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;FORD MOTOR CREDIT COMPANY LLC;FORD;bfo22;US345397WF64;01/12/2018;09/20/2022;300000.00;TV1258-1;5096;MOODYS INTER.;Ba2;Ba2;BB+;;BB+;;173826434.030000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;FORTIVE CORPORATION;FTV;bft21;US34959JAF57;10/26/2016;06/15/2021;300000.00;TV429-1;743;S&P INTER.;BBB;Baa1;BBB;;;;177720157.320000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;GENERAL ELECTRIC INTERNATIONAL FUNDING CO;GE;bge20;US36164QMS48;10/21/2016;11/15/2020;500000.00;TV374-1;666;FITCH INTER.;BBB;Baa1;BBB+;;BBB;;294473746.420000
VR CON CAMBIO EN ORI;USD;BNCR AFECTACION ORI;GENERAL MILLS INC;GIS;bgi21;US370334CB82;04/17/2018;04/16/2021;325000.00;TV1474-1;5976;S&P INTER.;BBB;Baa2;BBB;;BBB;;191170450.950000
